Player,TEAM,College,Country,PIE_2017,PIE_2018,AGE,MIN_2017,GP,W,L,PTS,FGM,3P%,FTM,FT%,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Height,Weight,Draft_Number,%_Box_Outs_Off,%_Box_Outs_Def,%_Team_RebWhen_Box_Out,%_Player_RebWhen_Box_Out,ContestedREB%,DeferredREB_Chances,AdjustedREB_Chance%,AVG_REBDistance,PassesMade,PassesReceived,SecondaryAST,ASTAdj,AST_ToPass%_Adj,ScreenAssists_PTS,Deflections,%_Loose_BallsRecovered_OFF,%_Loose_BallsRecovered_DEF,ChargesDrawn,Contested2PT_Shots,Contested3PT_Shots,FGM_und_5ft,FG%_und_5ft,FGM_5_9ft,FG%_5_9ft,FGM_10_14ft,FG%_10_14ft,FGM_15_19ft,FG%_15_19ft,OPP_FGM_und_5ft,OPP_FG%_und_5ft,OPP_FGM_5_9ft,OPP_FG%_5_9ft,OPP_FGM_10_14ft,OPP_FG%_10_14ft,OPP_FGM_15_19ft,OPP_FG%_15_19ft,OPP_FGM_20_24ft,OPP_FG%_20_24ft,OPP_FGM_25_29ft,OPP_FG%_25_29ft,DEFRTG,NETRTG,AST%,OREB%,DREB%,eFG%,TS%,USG%,PACE,cluster_five,cluster_ten,cluster_fourteen
Kris Dunn,CHI,Providence,USA,9.5,8.4,24,29.3,52,19,33,13.4,5.5,32.1,1.6,73.7,2.9,2.0,0.5,3.3,32.2,4,0,-5.3,76.0,210,5,2.7,97.3,89.7,27.6,16.3,1.0,48.8,7.6,55.4,64.2,0.5,6.7,12.0,0.4,3.1,37.1,62.9,0.0,3.9,3.9,2.0,51.7,0.7,40.0,0.8,40.0,0.9,41.7,11.8,65.0,1.7,40.8,1.7,42.2,1.9,41.1,3.9,39.3,4.3,37.7,110.6,-8.0,31.9,1.5,13.1,46.2,48.8,24.5,100.45,1,2,8
Kyle Anderson,SAS,UCLA,USA,11.1,9.9,24,26.7,74,41,33,7.9,3.1,33.3,1.4,71.2,1.3,1.6,0.8,1.5,24.2,6,0,1.9,81.0,230,30,26.5,73.5,83.8,27.5,30.1,0.5,64.4,6.3,31.6,25.4,0.4,3.3,10.5,1.0,2.5,24.7,75.3,0.04,4.0,2.0,1.9,64.5,0.4,44.6,0.3,41.7,0.2,47.1,9.7,58.9,1.9,39.4,2.0,42.2,2.3,42.1,2.3,33.7,2.9,36.5,102.0,3.3,14.6,4.3,15.8,54.9,58.2,13.3,96.75,3,4,0
Kyle Korver,CLE,Creighton,USA,8.3,7.8,37,21.6,73,43,30,9.2,3.0,43.6,0.9,88.9,0.8,0.4,0.4,1.8,15.4,0,0,3.8,79.0,212,51,0.0,100.0,89.4,9.4,23.0,0.4,53.9,8.3,13.5,16.4,0.1,1.3,9.9,1.9,0.7,24.4,75.6,0.05,3.0,2.4,0.3,72.7,0.0,40.0,0.1,46.7,0.2,44.8,7.9,60.5,1.3,39.2,1.6,43.0,1.2,34.9,2.5,40.4,3.1,33.7,104.5,7.8,7.9,0.6,9.3,62.8,65.2,15.4,100.8,3,4,0
Kyle Kuzma,LAL,Utah,USA,10.4,9.6,22,31.2,77,34,43,16.1,6.1,36.6,1.9,70.7,1.8,0.6,0.4,2.1,27.8,17,0,-1.6,81.0,220,27,9.7,90.3,88.1,35.2,30.6,0.8,56.8,5.8,30.5,28.4,0.2,2.0,6.7,1.6,1.0,40.4,59.6,0.08,6.0,3.2,2.6,58.5,0.6,47.1,0.3,38.1,0.3,41.4,12.7,60.9,2.4,41.3,1.8,39.7,2.3,40.5,3.0,34.7,4.3,35.3,107.5,-2.2,9.1,3.5,15.4,52.7,54.9,21.9,101.81,3,4,1
Kyle Lowry,TOR,Villanova,USA,13.6,11.5,32,32.2,78,57,21,16.2,5.2,39.9,2.9,85.4,2.3,1.1,0.2,2.5,34.9,23,3,5.1,72.0,205,24,18.5,81.5,86.4,15.9,21.0,0.9,50.7,8.3,57.5,60.2,0.5,7.7,13.3,1.3,2.3,41.2,58.8,0.47,2.8,2.5,1.6,60.8,0.1,19.6,0.2,35.6,0.2,37.5,11.7,58.2,2.1,33.9,2.5,41.7,2.6,41.8,2.7,36.2,4.2,38.2,105.5,7.6,30.7,2.6,14.2,55.3,59.8,21.1,99.37,1,2,8
Kyle O'Quinn,NYK,Norfolk State,USA,13.7,11.1,28,18.0,77,28,49,7.1,2.9,23.5,1.3,77.2,1.3,0.5,1.3,2.5,21.5,8,0,-0.5,82.0,250,49,25.0,75.0,87.4,42.9,45.8,0.5,56.3,4.5,30.9,19.8,0.1,2.1,6.9,3.8,1.0,41.2,58.8,0.01,6.4,1.4,1.9,66.1,0.3,63.2,0.2,48.6,0.3,49.0,5.9,55.6,1.2,46.3,1.0,39.4,1.4,40.3,2.4,39.4,2.4,37.4,106.8,-1.1,16.6,9.0,24.2,58.9,62.5,16.8,98.76,3,8,2
Kyrie Irving,BOS,Duke,Australia,16.5,15.7,26,32.2,60,41,19,24.4,8.9,40.8,3.9,88.9,2.3,1.1,0.3,2.0,38.4,1,0,4.3,75.0,193,1,11.4,88.6,89.5,14.0,20.1,0.7,46.3,8.9,51.9,65.3,1.0,6.1,11.7,1.1,2.0,44.7,55.3,0.1,3.0,2.2,3.1,59.7,0.8,45.2,0.9,46.8,1.1,49.6,12.1,60.6,2.0,35.3,1.8,35.9,2.5,38.8,3.3,40.2,3.7,30.6,104.3,5.6,28.2,1.7,9.6,56.8,61.0,29.8,98.22,1,2,8
LaMarcus Aldridge,SAS,Texas,USA,15.9,14.3,32,33.4,75,45,30,23.1,9.2,29.3,4.5,83.7,1.5,0.6,1.2,2.1,40.2,27,0,3.7,83.0,260,2,25.4,74.6,86.5,35.8,46.5,0.7,57.4,5.9,38.0,43.3,0.6,2.6,6.8,7.2,1.5,57.7,42.3,0.0,10.0,2.6,4.2,67.8,1.1,44.3,1.8,44.4,1.4,42.3,11.0,58.4,2.3,36.4,2.6,44.6,2.9,42.1,3.2,36.1,3.7,36.2,103.3,5.4,11.1,9.8,15.6,52.0,57.0,28.8,94.67,1,1,12
Lance Stephenson,IND,Cincinnati,USA,9.7,8.8,27,22.6,82,48,34,9.2,3.7,28.9,1.0,66.1,1.6,0.6,0.2,2.2,20.4,3,0,-1.3,78.0,230,40,22.9,77.1,88.1,16.7,21.2,0.4,59.2,6.0,24.6,26.4,0.2,3.2,13.0,0.1,1.3,49.3,50.7,0.0,1.5,1.7,1.7,59.1,0.1,30.6,0.2,51.4,0.6,41.4,8.6,66.5,1.5,43.6,1.2,41.7,2.0,46.9,2.1,40.0,3.2,33.0,109.4,-3.2,18.6,3.3,20.3,47.5,49.5,20.8,97.8,3,4,0
Lance Thomas,NYK,Duke,USA,3.7,4.3,30,18.5,73,25,48,4.1,1.4,40.3,0.6,83.0,0.6,0.4,0.2,1.8,9.1,0,0,-2.5,80.0,235,61,14.4,85.6,82.0,22.5,28.3,0.3,52.0,8.3,17.1,12.9,0.0,0.7,3.9,1.1,0.9,31.0,69.0,0.08,1.8,1.8,0.4,43.8,0.1,18.2,0.0,37.5,0.1,32.0,6.7,60.1,1.2,46.3,1.0,41.6,1.2,37.1,2.3,39.5,2.5,35.9,107.3,-5.9,4.4,3.3,9.8,47.6,51.3,10.6,98.37,3,4,13
Langston Galloway,DET,St. Joseph's (PA),USA,8.6,6.3,26,14.9,58,28,30,6.2,2.2,34.4,0.6,80.5,0.3,0.6,0.1,0.7,11.4,0,0,1.3,74.0,200,61,0.0,100.0,91.3,17.4,9.8,0.2,52.0,10.3,13.4,16.8,0.2,1.2,9.1,0.1,0.9,44.4,55.6,0.02,1.4,1.5,0.2,50.0,0.2,42.9,0.2,47.8,0.3,37.5,5.0,61.8,1.1,39.4,0.7,32.5,0.9,35.1,1.6,37.7,2.0,33.0,97.6,4.2,10.5,1.4,8.9,48.1,50.3,18.8,98.17,3,4,0
Larry Nance Jr.,CLE,Wyoming,USA,12.8,12.3,25,21.5,66,32,34,8.7,3.6,16.7,1.4,66.4,0.8,1.3,0.6,2.6,23.7,11,0,0.3,81.0,230,27,19.3,80.7,86.9,32.8,42.5,0.6,58.7,5.7,28.4,17.2,0.2,1.4,5.0,4.6,2.4,47.7,52.3,0.03,5.2,1.9,2.8,69.9,0.2,32.4,0.2,39.3,0.3,44.0,8.7,62.0,1.4,39.0,1.5,45.3,1.3,35.7,1.9,32.9,3.1,36.5,103.9,1.0,8.5,10.7,19.9,58.4,60.5,15.5,101.03,3,8,2
Lauri Markkanen,CHI,Arizona,Finland,11.4,12.5,21,29.7,68,23,45,15.2,5.5,36.2,2.1,84.3,1.2,0.6,0.6,1.5,28.2,14,0,-5.7,84.0,230,7,8.1,91.9,86.0,28.0,28.9,0.5,65.1,5.4,55.0,35.9,0.2,1.4,2.6,2.6,1.1,42.0,58.0,0.01,6.3,2.5,2.4,62.0,0.3,32.1,0.3,34.4,0.3,34.8,11.6,63.5,1.8,40.0,1.7,41.5,2.2,45.3,3.9,38.4,4.1,37.5,110.5,-9.0,6.4,3.7,21.7,51.8,55.2,21.5,99.49,1,2,1
LeBron James,CLE,None,USA,19.1,18.8,33,36.9,82,50,32,27.5,10.5,36.7,4.7,73.1,4.2,1.4,0.9,1.7,54.1,52,18,1.3,80.0,250,1,12.2,87.8,87.9,44.8,24.1,0.6,62.3,6.0,57.0,69.5,0.8,10.2,17.9,2.3,2.2,39.1,60.9,0.15,4.0,3.0,6.7,73.7,0.4,31.1,0.6,42.1,0.7,40.7,14.7,63.7,2.5,40.9,2.3,43.4,2.8,43.6,4.3,41.9,5.5,36.7,112.1,1.6,43.2,3.3,20.1,59.0,62.1,31.0,99.12,1,1,12
Lonzo Ball,LAL,UCLA,USA,9.8,8.7,20,34.2,52,24,28,10.2,3.9,30.5,0.6,45.1,2.6,1.7,0.8,2.3,34.3,13,2,-0.4,78.0,190,2,19.1,80.9,87.8,26.5,24.2,0.6,57.2,7.1,65.4,63.5,0.5,8.0,12.2,0.7,2.9,32.8,67.2,0.0,4.6,3.1,1.6,46.0,0.2,30.0,0.2,40.0,0.2,36.0,13.7,60.1,2.8,41.1,2.1,40.5,2.4,39.5,3.2,34.9,4.8,35.7,105.3,-0.6,28.8,3.6,15.3,44.0,44.4,16.9,102.97,1,2,8
Lorenzo Brown,TOR,North Carolina State,USA,7.6,5.4,27,9.9,14,9,5,2.3,1.0,16.7,0.1,100.0,0.2,0.4,0.0,0.5,5.8,0,0,3.3,77.0,189,52,0.0,100.0,83.3,16.7,33.3,0.2,88.2,6.7,14.0,14.1,0.3,1.2,8.7,0.1,0.8,100.0,0.0,0.0,0.8,1.1,0.4,83.3,0.2,40.0,0.1,25.0,0.3,57.1,2.6,55.4,1.0,32.5,0.9,47.8,0.4,25.0,0.8,25.0,1.1,30.2,90.7,14.3,12.5,0.8,9.7,44.1,45.9,12.3,94.75,0,3,3
Lou Williams,LAC,None,USA,12.7,14.7,31,32.8,79,42,37,22.6,7.4,35.9,5.5,88.0,3.0,1.1,0.2,1.3,34.5,7,0,1.5,73.0,175,45,1.5,98.5,82.0,4.0,19.7,0.3,44.0,11.1,39.9,54.3,0.7,6.3,15.8,0.6,2.1,45.7,54.3,0.05,2.3,2.8,2.6,56.3,0.6,38.1,0.8,49.6,0.8,40.8,13.0,62.1,2.1,39.2,2.2,45.1,2.5,37.8,3.9,38.2,4.2,35.2,110.2,1.6,25.4,1.5,5.9,50.5,57.4,28.5,101.77,1,2,8
Luc Mbah a Moute,HOU,UCLA,Cameroon,6.7,2.8,31,25.6,61,52,9,7.5,2.7,36.4,1.1,68.4,1.1,1.2,0.4,1.6,16.2,0,0,5.0,80.0,230,37,7.4,92.6,91.2,16.2,36.0,0.9,48.6,7.9,18.3,15.7,0.1,1.1,5.8,1.2,1.8,32.7,67.3,0.05,4.9,2.6,1.6,62.3,0.1,66.7,0.0,0.0,0.0,0.0,9.7,59.0,1.9,44.7,1.4,39.8,1.2,33.5,2.9,37.1,3.3,34.4,101.7,9.7,5.2,1.5,10.2,57.2,59.5,12.8,98.83,3,4,13
Luke Kennard,DET,Duke,USA,8.6,9.0,22,20.0,73,34,39,7.6,2.8,41.5,0.9,85.5,0.9,0.6,0.2,1.2,14.5,1,0,1.6,77.0,200,12,1.4,98.6,89.5,12.3,18.8,0.3,55.3,9.1,14.5,17.8,0.2,2.0,13.8,0.2,0.9,42.5,57.5,0.01,2.0,2.0,0.6,53.8,0.2,28.9,0.3,41.3,0.6,50.6,6.9,61.2,1.4,37.3,1.3,40.4,1.3,42.3,2.2,36.5,2.7,33.7,103.2,3.9,12.7,1.4,10.4,53.0,56.0,16.9,97.18,3,4,0
Luke Kornet,NYK,Vanderbilt,USA,8.3,9.3,22,16.3,20,6,14,6.7,2.5,35.4,0.4,72.7,0.6,0.3,0.8,1.4,15.2,1,0,-3.6,85.0,250,61,8.4,91.6,91.4,29.3,46.9,0.5,44.1,5.2,25.4,19.5,0.1,1.4,5.3,3.0,0.8,50.0,50.0,0.0,6.2,1.1,0.9,60.7,0.1,16.7,0.1,20.0,0.1,50.0,6.2,62.8,1.4,41.5,1.0,41.3,0.9,34.0,2.3,42.6,2.3,36.9,111.5,-9.3,11.4,3.2,15.8,50.4,51.6,18.9,100.19,0,5,10
Luol Deng,LAL,Duke,United Kingdo...,3.9,9.3,33,13.1,1,0,1,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.5,0,0,-7.0,81.0,220,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,7.0,0.0,1.0,11.1,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,43.8,0.0,0.0,0.0,0.0,1.0,50.0,2.0,66.7,3.0,42.9,110.0,-20.3,11.1,0.0,0.0,50.0,50.0,9.1,107.82,4,7,4
Malcolm Brogdon,MIL,Virginia,USA,9.4,12.0,25,29.9,48,25,23,13.0,5.1,38.5,1.6,88.2,1.4,0.9,0.3,2.7,23.7,1,0,-1.3,77.0,215,36,4.1,95.9,90.2,17.1,22.0,0.5,48.4,8.4,41.8,43.8,0.4,3.8,9.1,0.8,1.2,38.0,62.0,0.02,3.7,2.6,2.7,59.8,0.3,39.5,0.4,42.2,0.3,38.5,12.1,62.2,1.4,33.8,1.5,37.2,2.1,41.3,2.6,36.7,3.9,39.4,109.2,-2.1,16.5,1.7,9.7,54.7,57.8,18.9,97.05,1,2,8
Malcolm Miller,TOR,Holy Cross,USA,5.4,6.9,25,8.4,15,15,0,2.5,0.9,38.1,0.3,100.0,0.3,0.1,0.1,0.7,4.3,0,0,0.5,79.0,210,61,0.0,100.0,100.0,33.3,26.7,0.3,53.6,9.7,7.1,6.7,0.1,0.3,3.7,0.3,0.2,33.3,66.7,0.0,1.1,1.1,0.4,71.4,0.0,0.0,0.0,0.0,0.0,0.0,3.6,66.7,0.2,20.0,1.0,52.0,1.3,54.8,0.7,30.3,0.9,31.7,102.3,2.7,3.4,3.1,9.0,60.7,63.8,11.4,98.86,0,6,6
Malik Beasley,DEN,Florida State,USA,6.0,8.9,21,9.4,62,34,28,3.2,1.2,34.1,0.4,66.7,0.4,0.2,0.1,0.6,6.0,0,0,-0.4,77.0,196,19,11.1,88.9,90.5,19.0,23.9,0.1,60.2,8.8,5.5,6.8,0.0,0.5,9.9,0.1,0.4,28.0,72.0,0.05,1.1,0.7,0.5,55.6,0.1,33.3,0.0,33.3,0.1,45.5,3.7,58.5,0.8,37.0,0.8,48.8,0.8,39.1,1.4,40.8,1.2,34.9,105.3,-1.0,7.7,2.3,9.5,48.9,50.9,15.1,102.96,3,4,13
Malik Monk,CHA,Kentucky,USA,6.3,7.3,20,13.5,63,26,37,6.7,2.4,34.2,0.5,84.2,0.8,0.3,0.1,1.0,10.7,0,0,-3.0,75.0,200,11,3.7,96.3,94.7,10.5,15.2,0.1,53.7,9.9,14.6,21.0,0.2,1.7,11.9,0.3,0.7,50.0,50.0,0.02,1.1,0.9,0.5,58.9,0.1,26.1,0.2,31.0,0.2,24.4,5.6,66.9,1.0,38.2,1.0,47.1,1.2,42.1,1.5,37.9,2.1,39.1,112.6,-11.8,17.8,0.8,6.9,45.8,47.7,24.1,101.57,3,4,13
MarShon Brooks,MEM,Providence,USA,14.7,8.4,29,27.5,7,2,5,20.1,7.3,59.4,2.9,87.0,2.3,1.6,0.4,0.9,32.8,0,0,1.4,77.0,200,25,0.0,100.0,100.0,50.0,9.5,0.6,44.7,12.4,32.1,38.9,0.3,4.1,12.9,0.3,2.6,57.1,42.9,0.0,2.3,2.6,2.1,55.6,1.1,50.0,0.7,45.5,0.3,40.0,11.9,67.5,1.7,42.9,1.7,63.2,0.6,28.6,6.0,50.6,2.3,27.6,115.7,-0.4,20.5,3.9,7.7,59.3,62.9,27.1,97.95,0,5,10
Marc Gasol,MEM,None,Spain,14.0,13.1,33,33.0,73,21,52,17.2,5.9,34.1,3.8,83.4,2.7,0.7,1.4,2.5,36.9,25,1,-4.3,85.0,255,48,6.0,94.0,92.9,36.4,35.6,0.8,60.3,5.2,62.8,60.4,0.4,4.6,7.4,7.6,1.7,59.7,40.3,0.14,8.1,1.7,1.6,57.5,0.9,37.1,0.8,36.0,0.7,51.9,11.5,62.6,1.6,36.4,2.0,39.3,1.8,34.9,3.9,42.4,4.6,36.6,109.7,-6.9,22.5,3.3,22.5,47.3,53.2,25.5,95.03,1,2,12
Marcin Gortat,WAS,None,Poland,10.4,9.7,34,25.3,82,43,39,8.4,3.5,0.0,1.3,67.5,1.2,0.5,0.7,2.1,22.8,15,0,1.3,83.0,240,57,30.5,69.5,83.3,37.5,33.7,1.1,54.2,4.9,32.8,20.9,0.1,1.9,5.9,10.0,0.7,48.0,52.0,0.26,7.4,1.5,2.1,61.2,0.7,43.3,0.6,41.1,0.1,42.1,9.8,62.7,1.5,38.8,1.5,37.8,2.0,41.4,2.0,34.5,3.6,35.4,105.3,2.1,10.3,8.9,21.3,51.8,54.6,15.3,98.0,3,8,2
Marco Belinelli,PHI,None,Italy,9.3,7.5,32,24.3,80,39,41,12.1,4.2,37.7,1.9,90.8,1.2,0.8,0.2,1.1,18.9,0,0,-0.4,77.0,210,18,8.9,91.1,86.8,15.1,13.6,0.3,43.4,9.5,25.4,29.7,0.4,2.3,9.1,0.5,1.4,39.7,60.3,0.0,1.9,2.6,0.9,62.6,0.1,26.3,0.2,54.8,0.6,40.4,8.9,62.6,1.4,36.2,1.7,40.4,2.0,43.0,2.8,39.8,3.3,37.4,106.8,-1.4,11.5,1.0,6.6,53.9,58.1,19.7,101.06,3,4,0
Marcus Morris Sr.,BOS,Kansas,USA,10.6,9.9,28,26.7,54,34,20,13.6,4.9,36.8,2.3,80.5,1.2,0.6,0.2,1.9,23.4,2,0,0.4,81.0,235,14,13.8,86.2,85.1,22.3,27.8,0.6,54.6,6.1,30.9,29.1,0.2,1.5,5.0,2.1,0.9,38.0,62.0,0.04,3.4,2.3,1.2,57.1,0.4,39.2,0.6,41.2,0.8,44.8,10.9,62.1,1.8,38.4,1.3,33.2,2.0,41.9,2.6,39.1,3.2,32.3,105.3,0.7,8.2,2.9,16.6,49.9,54.1,22.2,98.49,3,4,0
Marcus Smart,BOS,Oklahoma State,USA,7.5,7.9,24,29.9,54,38,16,10.2,3.5,30.1,1.8,72.9,2.4,1.3,0.4,2.5,24.4,0,0,3.9,76.0,220,6,20.3,79.7,75.7,15.9,30.8,0.5,45.5,8.4,43.2,47.6,0.5,5.7,13.1,0.9,2.9,45.9,54.1,0.24,3.2,3.3,1.1,51.3,0.3,32.7,0.2,31.0,0.3,44.1,10.8,60.2,1.9,35.5,1.5,36.2,2.1,35.3,2.6,37.8,3.6,31.2,99.6,6.2,23.4,2.6,8.5,44.0,47.9,18.7,99.07,1,2,8
Mario Hezonja,ORL,None,Croatia,9.4,8.2,23,22.1,75,21,54,9.6,3.6,33.7,1.1,81.9,1.1,1.1,0.4,1.8,19.6,2,0,-2.7,80.0,218,5,12.9,87.1,76.2,29.8,24.9,0.3,56.3,6.8,24.6,20.9,0.1,1.6,6.6,0.9,1.8,38.5,61.5,0.03,4.1,2.4,1.6,61.7,0.3,39.6,0.2,41.9,0.2,34.1,8.9,63.0,1.4,36.0,1.3,44.9,1.7,40.3,2.5,39.3,2.8,35.1,109.6,-6.0,10.1,2.4,14.4,51.5,54.4,19.7,98.69,3,4,1
Markelle Fultz,PHI,Washington,USA,9.4,6.9,20,18.1,14,11,3,7.1,3.2,0.0,0.7,47.6,1.2,0.9,0.3,1.6,18.7,1,1,1.4,76.0,200,1,10.5,89.5,75.0,0.0,23.3,0.3,45.7,7.7,32.4,37.4,0.2,4.2,13.0,1.8,1.1,46.2,53.8,0.0,1.9,2.2,2.1,55.6,0.4,19.2,0.6,36.4,0.1,33.3,6.5,58.7,1.3,43.9,1.0,36.8,1.1,31.9,1.2,30.4,2.8,30.7,96.1,4.8,29.4,3.9,10.5,40.5,41.6,21.8,107.3,0,5,10
Markieff Morris,WAS,Kansas,USA,9.2,7.5,28,27.0,73,37,36,11.5,4.5,36.7,1.4,82.0,1.7,0.8,0.5,3.0,23.3,5,0,0.4,82.0,245,13,24.8,75.2,82.1,34.4,34.5,0.5,57.0,6.0,25.5,25.7,0.2,2.2,8.8,3.5,1.3,32.8,67.2,0.05,4.5,2.2,1.5,65.9,0.5,48.6,0.9,50.8,0.5,40.8,10.6,64.1,1.7,39.9,1.5,37.6,2.0,41.2,2.3,35.6,3.6,34.2,107.7,0.7,10.7,4.0,17.3,53.6,56.6,19.4,97.12,3,4,0
Marquese Chriss,PHX,Washington,USA,7.5,5.4,20,21.2,72,19,53,7.7,2.8,29.5,1.3,60.8,1.5,0.7,1.0,2.8,19.6,5,0,-4.1,82.0,240,8,18.9,81.1,90.5,31.8,37.5,0.6,57.1,4.8,29.2,19.7,0.2,1.4,4.8,3.8,0.9,39.6,60.4,0.01,6.3,2.4,1.6,60.7,0.1,22.5,0.1,41.7,0.1,38.9,8.7,61.3,1.5,41.4,1.5,43.9,1.4,38.1,2.3,35.2,2.9,40.1,109.2,-8.4,8.1,4.6,20.0,48.2,50.9,17.6,102.86,3,8,1
Marvin Williams,CHA,North Carolina,USA,9.3,8.0,32,25.7,78,33,45,9.5,3.3,41.3,1.3,82.9,0.8,0.7,0.5,1.5,19.8,3,0,0.9,81.0,237,2,12.4,87.6,83.5,23.5,29.2,0.6,60.4,7.3,35.9,24.4,0.2,1.5,4.1,3.0,1.7,31.9,68.1,0.0,4.7,2.3,1.1,55.8,0.4,50.8,0.2,41.9,0.0,25.0,9.1,61.9,1.8,38.6,2.2,42.3,2.3,38.7,2.9,41.1,3.9,36.5,107.1,1.6,6.9,3.6,14.0,57.0,60.3,14.5,100.05,3,4,1
Mason Plumlee,DEN,Duke,USA,9.8,11.5,28,19.5,74,40,34,7.1,3.0,0.0,1.1,45.8,1.4,0.7,1.1,2.5,20.3,3,0,-0.7,83.0,255,22,32.7,67.3,82.0,28.9,41.8,0.5,52.5,4.9,23.3,19.4,0.2,2.1,9.2,4.8,1.7,38.9,61.1,0.09,5.7,1.5,2.6,66.8,0.2,34.0,0.0,30.0,0.1,41.7,7.5,59.1,1.3,36.4,1.2,42.9,1.5,44.2,2.8,40.3,2.3,39.6,108.2,-0.7,14.5,9.2,18.2,60.1,58.6,16.1,99.99,3,8,2
Matthew Dellavedova,MIL,St. Mary's (CA),Australia,6.1,8.2,27,18.7,38,21,17,4.3,1.4,37.2,0.7,92.6,1.3,0.4,0.0,1.8,11.9,0,0,-2.1,76.0,198,61,1.6,98.4,78.4,2.7,17.7,0.4,47.7,10.3,31.9,33.8,0.5,4.5,14.2,1.2,0.6,65.2,34.8,0.11,2.0,1.9,0.2,42.1,0.2,26.9,0.2,43.8,0.1,50.0,7.4,60.7,1.2,42.7,1.2,43.4,1.3,45.5,1.6,39.6,2.7,38.7,109.7,-5.5,29.6,2.1,7.5,45.7,50.0,13.4,97.01,0,5,10
Maurice Harkless,POR,St. John's,USA,7.2,7.3,25,21.4,59,36,23,6.5,2.5,41.5,0.7,71.2,0.7,0.8,0.7,1.7,15.1,0,0,0.1,81.0,220,15,22.4,77.6,84.5,29.3,38.9,0.3,49.1,6.4,17.9,14.9,0.1,1.0,5.5,0.4,1.5,37.8,62.2,0.0,3.5,1.9,1.5,58.0,0.1,40.0,0.0,50.0,0.0,25.0,7.4,53.0,1.4,41.2,1.2,37.6,1.9,44.4,2.9,40.3,2.5,42.2,105.5,-0.2,6.1,3.6,9.0,57.7,59.6,12.3,98.71,3,8,0
Maxi Kleber,DAL,None,Germany,8.0,8.9,26,16.8,72,20,52,5.4,2.1,31.3,0.6,74.6,0.4,0.4,0.7,1.6,12.9,1,0,-1.8,83.0,220,61,14.1,85.9,85.1,26.2,40.6,0.4,55.1,6.0,14.6,12.5,0.1,0.8,5.6,3.2,0.8,43.3,56.7,0.04,4.9,1.9,1.2,67.4,0.1,61.5,0.1,50.0,0.1,33.3,5.7,64.0,1.4,38.8,1.2,43.9,1.6,43.9,1.8,40.0,2.1,34.1,105.3,-3.6,6.6,5.5,13.7,55.3,57.6,13.5,97.78,3,8,1
Meyers Leonard,POR,Illinois,USA,12.0,10.8,26,7.7,33,17,16,3.4,1.4,42.3,0.3,81.8,0.3,0.2,0.0,1.1,7.0,0,0,-1.1,85.0,255,11,12.9,87.1,85.5,30.9,37.1,0.2,70.0,4.9,10.8,8.2,0.1,0.6,5.6,2.6,0.3,83.3,16.7,0.0,1.9,0.8,0.6,75.0,0.1,60.0,0.2,60.0,0.2,63.6,2.3,61.2,0.6,48.6,0.9,52.1,0.8,46.9,1.1,44.6,1.0,38.8,112.1,-8.8,11.0,4.7,25.1,66.0,67.6,15.5,100.77,0,3,3
Michael Beasley,NYK,Kansas State,USA,12.2,10.5,29,22.3,74,24,50,13.2,5.5,39.5,1.7,78.0,1.9,0.5,0.6,2.0,23.7,10,0,-1.9,81.0,235,2,22.6,77.4,88.8,35.0,37.4,0.5,61.1,4.8,27.4,26.2,0.3,2.0,7.4,2.5,1.3,59.3,40.7,0.0,3.3,2.2,2.9,63.8,0.9,44.3,0.7,45.3,0.4,30.8,8.4,59.3,1.8,45.9,1.1,36.1,1.8,44.6,2.8,39.8,2.9,36.1,110.6,-4.0,12.2,5.7,19.1,52.8,55.6,26.1,98.96,3,8,1
Michael Carter-Williams,CHA,Syracuse,USA,7.0,8.5,26,16.1,52,23,29,4.6,1.5,23.7,1.4,82.0,1.0,0.8,0.4,1.9,14.0,0,0,-1.2,78.0,190,11,13.8,86.2,94.7,21.1,21.0,0.3,50.0,8.4,26.8,29.3,0.3,2.7,10.1,0.5,1.4,37.0,63.0,0.02,2.6,1.5,0.8,47.2,0.2,28.1,0.1,26.7,0.1,23.3,5.6,63.7,1.2,43.5,1.2,45.9,1.4,48.3,1.5,35.9,2.1,35.5,106.9,-3.5,21.4,4.0,13.1,36.2,44.6,16.6,97.75,3,5,13
Michael Kidd-Gilchrist,CHA,Kentucky,USA,7.4,7.5,24,25.0,74,34,40,9.2,3.8,0.0,1.6,68.4,0.7,0.7,0.4,1.9,18.2,2,0,0.7,79.0,232,2,18.1,81.9,83.0,12.8,30.1,0.6,50.7,8.2,13.8,16.6,0.1,1.1,8.2,0.5,1.1,40.6,59.4,0.07,4.4,3.0,2.3,64.2,0.3,35.2,0.4,41.9,0.7,40.0,9.1,63.8,1.8,40.8,2.1,42.0,2.1,38.6,2.7,39.6,3.9,37.4,107.2,1.8,5.7,4.4,11.5,50.4,53.6,15.9,99.95,3,8,2
